Uniprot	PDB
P19438	1TNR
P11597	2OBD
P11597	4EWS
P11597	4F2A
P41586	2JOD
P41586	3N94
P11509	1Z10
P11509	1Z11
P11509	2FDU
P11509	2FDV
P11509	2FDW
P11509	2FDY
P11509	3EBS
P11509	3T3Q
P11509	3T3R
P11509	4EJJ
P11509	4RUI
P48775	4PW8
P48775	5TI9
P48775	5TIA
P48775	6A4I
Q13443	1M1V
Q9NZ42	5A63
Q9NZ42	5FN2
Q9NZ42	5FN3
Q9NZ42	5FN4
Q9NZ42	5FN5
Q9NZ42	6IDF
Q9NZ42	6IYC
P23945	1XUN
P23945	1XWD
P23945	4AY9
P23945	4MQW
P28715	5EKF
P28715	5EKG
P06870	1SPJ
P05413	1G5W
P05413	1HMR
P05413	1HMS
P05413	1HMT
P05413	2HMB
P05413	3RSW
P05413	3WBG
P05413	3WVM
P05413	3WXQ
P05413	4TJZ
P05413	4TKB
P05413	4TKH
P05413	4TKJ
P05413	4WBK
P05413	5B27
P05413	5B28
P05413	5B29
P05413	5CE4
P05413	5HZ9
P05413	6AQ1
O75173	2RJP
O75173	3B2Z
O75173	4WK7
O75173	4WKE
O75173	4WKI
Q86TI2	6EOQ
Q86TI2	6EOR
O75582	1VZO
O75582	3KN5
O75582	3KN6
P23443	3A60
P23443	3A61
P23443	3A62
P23443	3WE4
P23443	3WF5
P23443	3WF6
P23443	3WF7
P23443	3WF8
P23443	3WF9
P23443	4L3J
P23443	4L3L
P23443	4L42
P23443	4L43
P23443	4L44
P23443	4L45
P23443	4L46
P23443	4RLO
P23443	4RLP
P23443	5WBH
P23443	5WBK
P45983	1UKH
P45983	1UKI
P45983	2G01
P45983	2GMX
P45983	2H96
P45983	2NO3
P45983	2XRW
P45983	2XS0
P45983	3ELJ
P45983	3O17
P45983	3O2M
P45983	3PZE
P45983	3V3V
P45983	3VUD
P45983	3VUG
P45983	3VUH
P45983	3VUI
P45983	3VUK
P45983	3VUL
P45983	3VUM
P45983	4AWI
P45983	4.00E+73
P45983	4G1W
P45983	4HYS
P45983	4HYU
P45983	4IZY
P45983	4L7F
P45983	4QTD
P45983	4UX9
P45983	4YR8
P45983	5LW1
P45983	6F5E
Q15465	3HO5
Q15465	3M1N
Q15465	3MXW
Q15465	6DMY
Q15465	6E1H
Q15465	6OEV
Q9UKM7	1FMI
Q9UKM7	1FO2
Q9UKM7	1FO3
Q9UKM7	1X9D
Q9UKM7	5KIJ
Q9UKM7	5KK7
P56817	1FKN
P56817	1M4H
P56817	1PY1
P56817	1SGZ
P56817	1TQF
P56817	1UJJ
P56817	1UJK
P56817	1W50
P56817	1W51
P56817	1XN2
P56817	1XN3
P56817	1XS7
P56817	1YM2
P56817	1YM4
P56817	2B8L
P56817	2B8V
P56817	2F3E
P56817	2F3F
P56817	2FDP
P56817	2G94
P56817	2HIZ
P56817	2HM1
P56817	2IQG
P56817	2IRZ
P56817	2IS0
P56817	2NTR
P56817	2OAH
P56817	2OF0
P56817	2OHK
P56817	2OHL
P56817	2OHM
P56817	2OHN
P56817	2OHP
P56817	2OHQ
P56817	2OHR
P56817	2OHS
P56817	2OHT
P56817	2OHU
P56817	2P4J
P56817	2P83
P56817	2P8H
P56817	2PH6
P56817	2PH8
P56817	2Q11
P56817	2Q15
P56817	2QK5
P56817	2QMD
P56817	2QMF
P56817	2QMG
P56817	2QP8
P56817	2QU2
P56817	2QU3
P56817	2QZK
P56817	2QZL
P56817	2VA5
P56817	2VA6
P56817	2VA7
P56817	2VIE
P56817	2VIJ
P56817	2VIY
P56817	2VIZ
P56817	2VJ6
P56817	2VJ7
P56817	2VJ9
P56817	2VKM
P56817	2VNM
P56817	2VNN
P56817	2WEZ
P56817	2WF0
P56817	2WF1
P56817	2WF2
P56817	2WF3
P56817	2WF4
P56817	2WJO
P56817	2XFI
P56817	2XFJ
P56817	2XFK
P56817	2ZDZ
P56817	2ZE1
P56817	2ZHR
P56817	2ZHS
P56817	2ZHT
P56817	2ZHU
P56817	2ZHV
P56817	2ZJH
P56817	2ZJI
P56817	2ZJJ
P56817	2ZJK
P56817	2ZJL
P56817	2ZJM
P56817	2ZJN
P56817	3BRA
P56817	3BUF
P56817	3BUG
P56817	3BUH
P56817	3CIB
P56817	3CIC
P56817	3CID
P56817	3CKP
P56817	3CKR
P56817	3DM6
P56817	3DUY
P56817	3DV1
P56817	3DV5
P56817	3EXO
P56817	3FKT
P56817	3H0B
P56817	3HVG
P56817	3HW1
P56817	3I25
P56817	3IGB
P56817	3IN3
P56817	3IN4
P56817	3IND
P56817	3INE
P56817	3INF
P56817	3INH
P56817	3IVH
P56817	3IVI
P56817	3IXJ
P56817	3IXK
P56817	3K5C
P56817	3K5D
P56817	3K5F
P56817	3K5G
P56817	3KMX
P56817	3KMY
P56817	3KN0
P56817	3KYR
P56817	3L38
P56817	3L3A
P56817	3L58
P56817	3L59
P56817	3L5B
P56817	3L5C
P56817	3L5D
P56817	3L5E
P56817	3L5F
P56817	3LHG
P56817	3LNK
P56817	3LPI
P56817	3LPJ
P56817	3LPK
P56817	3MSJ
P56817	3MSK
P56817	3MSL
P56817	3N4L
P56817	3NSH
P56817	3OHF
P56817	3OHH
P56817	3OOZ
P56817	3PI5
P56817	3QBH
P56817	3QI1
P56817	3R1G
P56817	3R2F
P56817	3RSV
P56817	3RSX
P56817	3RTH
P56817	3RTM
P56817	3RTN
P56817	3RU1
P56817	3RVI
P56817	3S2O
P56817	3S7L
P56817	3S7M
P56817	3SKF
P56817	3SKG
P56817	3TPJ
P56817	3TPL
P56817	3TPP
P56817	3TPR
P56817	3U6A
P56817	3UDH
P56817	3UDJ
P56817	3UDK
P56817	3UDM
P56817	3UDN
P56817	3UDP
P56817	3UDQ
P56817	3UDR
P56817	3UDY
P56817	3UFL
P56817	3UQP
P56817	3UQR
P56817	3UQU
P56817	3UQW
P56817	3UQX
P56817	3VEU
P56817	3VF3
P56817	3VG1
P56817	3VV6
P56817	3VV7
P56817	3VV8
P56817	3WB4
P56817	3WB5
P56817	3ZMG
P56817	3ZOV
P56817	4ACU
P56817	4ACX
P56817	4AZY
P56817	4B00
P56817	4B05
P56817	4B0Q
P56817	4B1C
P56817	4B1D
P56817	4B1E
P56817	4B70
P56817	4B72
P56817	4B77
P56817	4B78
P56817	4BEK
P56817	4BFD
P56817	4D83
P56817	4D85
P56817	4D88
P56817	4D89
P56817	4D8C
P56817	4DH6
P56817	4DI2
P56817	4DJU
P56817	4DJV
P56817	4DJW
P56817	4DJX
P56817	4DJY
P56817	4DPF
P56817	4DPI
P56817	4DUS
P56817	4DV9
P56817	4DVF
P56817	4EWO
P56817	4EXG
P56817	4FCO
P56817	4FGX
P56817	4FM7
P56817	4FM8
P56817	4FRI
P56817	4FRJ
P56817	4FRK
P56817	4FRS
P56817	4FS4
P56817	4FSE
P56817	4FSL
P56817	4GID
P56817	4GMI
P56817	4H1E
P56817	4H3F
P56817	4H3G
P56817	4H3I
P56817	4H3J
P56817	4HA5
P56817	4HZT
P56817	4I0D
P56817	4I0E
P56817	4I0F
P56817	4I0G
P56817	4I0H
P56817	4I0I
P56817	4I0J
P56817	4I0Z
P56817	4I10
P56817	4I11
P56817	4I12
P56817	4I1C
P56817	4IVS
P56817	4IVT
P56817	4J0P
P56817	4J0T
P56817	4J0V
P56817	4J0Y
P56817	4J0Z
P56817	4J17
P56817	4J1C
P56817	4J1E
P56817	4J1F
P56817	4J1H
P56817	4J1I
P56817	4J1K
P56817	4JOO
P56817	4JP9
P56817	4JPC
P56817	4JPE
P56817	4K8S
P56817	4K9H
P56817	4KE0
P56817	4KE1
P56817	4L7G
P56817	4L7H
P56817	4L7J
P56817	4LC7
P56817	4LXA
P56817	4LXK
P56817	4LXM
P56817	4N00
P56817	4PZW
P56817	4PZX
P56817	4R5N
P56817	4R8Y
P56817	4R91
P56817	4R92
P56817	4R93
P56817	4R95
P56817	4RCD
P56817	4RCE
P56817	4RCF
P56817	4RRN
P56817	4RRO
P56817	4RRS
P56817	4TRW
P56817	4TRY
P56817	4TRZ
P56817	4WTU
P56817	4WY1
P56817	4WY6
P56817	4X2L
P56817	4X7I
P56817	4XKX
P56817	4XXS
P56817	4YBI
P56817	4ZPE
P56817	4ZPF
P56817	4ZPG
P56817	4ZSM
P56817	4ZSP
P56817	4ZSQ
P56817	4ZSR
P56817	5CLM
P56817	5DQC
P56817	5ENK
P56817	5ENM
P56817	5EZX
P56817	5EZZ
P56817	5F00
P56817	5F01
P56817	5HD0
P56817	5HDU
P56817	5HDV
P56817	5HDX
P56817	5HDZ
P56817	5HE4
P56817	5HE5
P56817	5HE7
P56817	5HTZ
P56817	5HU0
P56817	5HU1
P56817	5I3V
P56817	5I3W
P56817	5I3X
P56817	5I3Y
P56817	5IE1
P56817	5KQF
P56817	5KR8
P56817	5MBW
P56817	5MCO
P56817	5MCQ
P56817	5MXD
P56817	5T1U
P56817	5T1W
P56817	5TOL
P56817	5UYU
P56817	5V0N
P56817	5YGX
P56817	5YGY
P56817	6BFD
P56817	6BFE
P56817	6BFW
P56817	6BFX
P56817	6C2I
P56817	6DHC
P56817	6DMI
P56817	6EJ2
P56817	6EJ3
P56817	6EQM
P56817	6FGY
P00488	1EVU
P00488	1EX0
P00488	1F13
P00488	1FIE
P00488	1GGT
P00488	1GGU
P00488	1GGY
P00488	1QRK
P00488	4KTY
P00488	5MHL
P00488	5MHM
P00488	5MHN
P00488	5MHO
Q14832	1S8M
Q14832	3SM9
Q14832	4XAR
Q14832	5CNK
Q14832	5CNM
Q14832	6B7H
P35557	1GLK
P35557	1V4S
P35557	1V4T
P35557	3A0I
P35557	3F9M
P35557	3FGU
P35557	3FR0
P35557	3GOI
P35557	3H1V
P35557	3ID8
P35557	3IDH
P35557	3IMX
P35557	3QIC
P35557	3S41
P35557	3VEV
P35557	3VEY
P35557	3VF6
P35557	4DCH
P35557	4DHY
P35557	4ISE
P35557	4ISF
P35557	4ISG
P35557	4IWV
P35557	4IXC
P35557	4L3Q
P35557	4LC9
P35557	4MLE
P35557	4MLH
P35557	4NO7
P35557	4RCH
P35557	5V4W
P35557	5V4X
P52732	1II6
P52732	1Q0B
P52732	1X88
P52732	1YRS
P52732	2FKY
P52732	2FL2
P52732	2FL6
P52732	2FME
P52732	2G1Q
P52732	2GM1
P52732	2IEH
P52732	2PG2
P52732	2Q2Y
P52732	2Q2Z
P52732	2UYI
P52732	2UYM
P52732	2WOG
P52732	2X2R
P52732	2X7C
P52732	2X7D
P52732	2X7E
P52732	2XAE
P52732	3CJO
P52732	3HQD
P52732	3K3B
P52732	3K5E
P52732	3KEN
P52732	3L9H
P52732	3WPN
P52732	3ZCW
P52732	4A1Z
P52732	4A28
P52732	4A50
P52732	4A51
P52732	4A5Y
P52732	4AP0
P52732	4AQV
P52732	4AQW
P52732	4AS7
P52732	4B7B
P52732	4BBG
P52732	4BXN
P52732	4CK5
P52732	4CK6
P52732	4CK7
P52732	4ZCA
P52732	4ZHI
P52732	5JV3
P52732	5ZO7
P52732	5ZO8
P52732	5ZO9
P52732	6G6Y
P52732	6G6Z
Q9Y251	5E8M
Q9Y251	5.00E+97
Q9Y251	5.00E+98
Q9Y251	5E9B
Q9Y251	5E9C
Q9Y251	5L9Y
Q9Y251	5L9Z
Q9Y251	5LA4
Q9Y251	5LA7
P17706	1L8K
Q9UNA0	2RJQ
Q9UNA0	3B8Z
Q9UNA0	3HY7
Q9UNA0	3HY9
Q9UNA0	3HYG
Q9UNA0	3LJT
Q9NYA1	3VZB
Q9NYA1	3VZC
Q9NYA1	3VZD
Q9NYA1	4L02
Q9NYA1	4V24
Q96EB6	4I5I
Q96EB6	4IF6
Q96EB6	4IG9
Q96EB6	4KXQ
Q96EB6	4ZZH
Q96EB6	4ZZI
Q96EB6	4ZZJ
Q96EB6	5BTR
P41279	4Y83
P41279	4Y85
P41279	5IU2
O60341	2COM
O60341	2DW4
O60341	2EJR
O60341	2H94
O60341	2HKO
O60341	2IW5
O60341	2L3D
O60341	2UXN
O60341	2UXX
O60341	2V1D
O60341	2X0L
O60341	2XAF
O60341	2XAG
O60341	2XAH
O60341	2XAJ
O60341	2XAQ
O60341	2XAS
O60341	2Y48
O60341	2Z3Y
O60341	2Z5U
O60341	3ABT
O60341	3ABU
O60341	3ZMS
O60341	3ZMT
O60341	3ZMU
O60341	3ZMV
O60341	3ZMZ
O60341	3ZN0
O60341	3ZN1
O60341	4BAY
O60341	4CZZ
O60341	4KUM
O60341	4UV8
O60341	4UV9
O60341	4UVA
O60341	4UVB
O60341	4UVC
O60341	4UXN
O60341	4XBF
O60341	5AFW
O60341	5H6Q
O60341	5H6R
O60341	5IT3
O60341	5L3B
O60341	5L3C
O60341	5L3D
O60341	5L3E
O60341	5L3F
O60341	5L3G
O60341	5LBQ
O60341	5LGN
O60341	5LGT
O60341	5LGU
O60341	5LHG
O60341	5LHH
O60341	5LHI
O60341	5X60
O60341	5YJB
O60341	6NQM
O60341	6NQU
Q9Y294	1TEY
Q9Y294	2I32
Q9Y294	2IIJ
Q9Y294	2IO5
Q9Y294	3AAD
Q9Y294	5C3I
P30307	2OJX
P30307	3BZI
P30307	3OP3
P30307	5M35
P30307	5M36
P30307	5M37
Q16769	1MOI
Q16769	2AFM
Q16769	2AFO
Q16769	2AFS
Q16769	2AFU
Q16769	2AFW
Q16769	2AFX
Q16769	2AFZ
Q16769	2ZED
Q16769	2ZEE
Q16769	2ZEF
Q16769	2ZEG
Q16769	2ZEH
Q16769	2ZEL
Q16769	2ZEM
Q16769	2ZEN
Q16769	2ZEO
Q16769	2ZEP
Q16769	3PBB
Q16769	3PBE
Q16769	3SI0
Q16769	4YU9
Q16769	4YWY
Q16769	6GBX
O95822	2YGW
O95822	4F0X
Q99814	1P97
Q99814	2A24
Q99814	3F1N
Q99814	3F1O
Q99814	3F1P
Q99814	3H7W
Q99814	3H82
Q99814	4GHI
Q99814	4GS9
Q99814	4PKY
Q99814	4XT2
Q99814	5KIZ
Q99814	5TBM
Q99814	5UFP
Q99814	6BVB
Q99814	6CZW
Q99814	6D09
Q99814	6D0B
Q99814	6D0C
P51449	3B0W
P51449	3KYT
P51449	3L0J
P51449	3L0L
P51449	4NB6
P51449	4NIE
P51449	4QM0
P51449	4S14
P51449	4WLB
P51449	4WPF
P51449	4WQP
P51449	4XT9
P51449	4YMQ
P51449	4YPQ
P51449	4ZJR
P51449	4ZJW
P51449	4ZOM
P51449	5APH
P51449	5APJ
P51449	5APK
P51449	5AYG
P51449	5C4O
P51449	5C4S
P51449	5C4T
P51449	5C4U
P51449	5EJV
P51449	5ETH
P51449	5G42
P51449	5G43
P51449	5G44
P51449	5G45
P51449	5G46
P51449	5IXK
P51449	5IZ0
P51449	5K38
P51449	5K3L
P51449	5K3M
P51449	5K3N
P51449	5K6E
P51449	5K74
P51449	5LWP
P51449	5M96
P51449	5NI5
P51449	5NI7
P51449	5NI8
P51449	5NIB
P51449	5NTI
P51449	5NTK
P51449	5NTN
P51449	5NTP
P51449	5NTQ
P51449	5NTW
P51449	5NU1
P51449	5UFO
P51449	5UFR
P51449	5UHI
P51449	5VB3
P51449	5VB5
P51449	5VB6
P51449	5VB7
P51449	5VQK
P51449	5VQL
P51449	5W4R
P51449	5W4V
P51449	5X8Q
P51449	5YP5
P51449	5YP6
P51449	5ZA1
P51449	6A22
P51449	6B30
P51449	6B31
P51449	6B33
P51449	6BN6
P51449	6BR2
P51449	6BR3
P51449	6CN5
P51449	6CN6
P51449	6CVH
P51449	6ESN
P51449	6FGQ
P51449	6FZU
P51449	6G05
P51449	6G07
P51449	6IVX
P51449	6J1L
P51449	6NAD
P51449	6O98
O75365	1R6H
O75365	1V3A
O75365	2MBC
O75365	5TSR
Q00987	1RV1
Q00987	1T4E
Q00987	1T4F
Q00987	1YCR
Q00987	1Z1M
Q00987	2AXI
Q00987	2C6A
Q00987	2C6B
Q00987	2F1Y
Q00987	2FOP
Q00987	2GV2
Q00987	2HDP
Q00987	2LZG
Q00987	2M86
Q00987	2MPS
Q00987	2RUH
Q00987	2VJE
Q00987	2VJF
Q00987	3EQS
Q00987	3G03
Q00987	3IUX
Q00987	3IWY
Q00987	3JZK
Q00987	3JZR
Q00987	3JZS
Q00987	3LBK
Q00987	3LBL
Q00987	3LNJ
Q00987	3LNZ
Q00987	3MQS
Q00987	3TJ2
Q00987	3TPX
Q00987	3TU1
Q00987	3V3B
Q00987	3VBG
Q00987	3VZV
Q00987	3W69
Q00987	4DIJ
Q00987	4ERE
Q00987	4ERF
Q00987	4HBM
Q00987	4HFZ
Q00987	4HG7
Q00987	4JV7
Q00987	4JV9
Q00987	4JVE
Q00987	4JVR
Q00987	4JWR
Q00987	4MDN
Q00987	4MDQ
Q00987	4OAS
Q00987	4OBA
Q00987	4OCC
Q00987	4ODE
Q00987	4ODF
Q00987	4OGN
Q00987	4OGT
Q00987	4OGV
Q00987	4OQ3
Q00987	4QO4
Q00987	4QOC
Q00987	4UD7
Q00987	4UE1
Q00987	4UMN
Q00987	4WT2
Q00987	4XXB
Q00987	4ZFI
Q00987	4ZGK
Q00987	4ZYC
Q00987	4ZYF
Q00987	4ZYI
Q00987	5AFG
Q00987	5C5A
Q00987	5HMH
Q00987	5HMI
Q00987	5HMK
Q00987	5J7F
Q00987	5J7G
Q00987	5LAV
Q00987	5LAW
Q00987	5LAY
Q00987	5LAZ
Q00987	5LN2
Q00987	5MNJ
Q00987	5OAI
Q00987	5OC8
Q00987	5SWK
Q00987	5TRF
Q00987	5UMM
Q00987	5VK0
Q00987	5WTS
Q00987	5XXK
Q00987	5Z02
Q00987	5ZXF
Q00987	6GGN
Q00987	6I3S
Q00987	6IM9
Q00987	6Q96
Q00987	6Q9H
Q00987	6Q9L
Q00987	6Q9O
P53634	1K3B
P53634	2DJF
P53634	2DJG
P53634	3PDF
P53634	4CDC
P53634	4CDD
P53634	4CDE
P53634	4CDF
P53634	4OEL
P53634	4OEM
Q9Y243	2X18
P23467	2AHS
P23467	2H02
P23467	2H03
P23467	2H04
P23467	2HC1
P23467	2HC2
P23467	2I3R
P23467	2I3U
P23467	2I4E
P23467	2I4G
P23467	2I4H
P23467	2I5X
Q9Y5X4	4LOG
O14672	1M1I
O14672	6BDZ
O14672	6BE6
P50613	1LG3
P50613	1PA8
P50613	1UA2
P50613	2HIC
Q16602	3AQF
Q16602	3N7P
Q16602	3N7R
Q16602	3N7S
Q16602	4RWF
Q16602	4RWG
Q16602	5V6Y
Q16602	6D1U
Q16602	6E3Y
P16109	1FSB
P16109	1G1Q
P16109	1G1R
P16109	1G1S
P16109	1HES
P16109	1KJD
P18054	2ABU
P18054	3D3L
P55072	3EBB
P55072	3HU1
P55072	3HU2
P55072	3HU3
P55072	3QC8
P55072	3QQ7
P55072	3QQ8
P55072	3QWZ
P55072	3TIW
P55072	4KDI
P55072	4KDL
P55072	4KLN
P55072	4KO8
P55072	4KOD
P55072	4P0A
P55072	5B6C
P55072	5C18
P55072	5C19
P55072	5C1A
P55072	5C1B
P55072	5DYG
P55072	5DYI
P55072	5EPP
P55072	5FTJ
P55072	5FTK
P55072	5FTL
P55072	5FTM
P55072	5FTN
P55072	5GLF
P55072	5IFS
P55072	5IFW
P55072	5KIW
P55072	5KIY
P55072	5X4L
P55072	6G2V
P55072	6G2W
P55072	6G2X
P55072	6G2Y
P55072	6G2Z
P55072	6G30
P55072	6MCK
P42226	1OJ5
P42226	4Y5U
P42226	4Y5W
P42226	5D39
P42226	5NWM
P42226	5NWX
P31751	1GZK
P31751	1GZN
P31751	1GZO
P31751	1MRV
P31751	1MRY
P31751	1O6K
P31751	1O6L
P31751	1P6S
P31751	2JDO
P31751	2JDR
P31751	2UW9
P31751	2X39
P31751	2XH5
P31751	3D0E
P31751	3.00E+87
P31751	3.00E+88
P31751	3E8D
O00311	4F99
O00311	4F9A
O00311	4F9B
O00311	4F9C
O00311	5UWQ
O00311	5UWR
P49137	1KWP
P49137	1NXK
P49137	1NY3
P49137	2JBO
P49137	2JBP
P49137	2OKR
P49137	2ONL
P49137	2OZA
P49137	2P3G
P49137	2PZY
P49137	3A2C
P49137	3FPM
P49137	3FYJ
P49137	3FYK
P49137	3GOK
P49137	3KA0
P49137	3KC3
P49137	3KGA
P49137	3M2W
P49137	3M42
P49137	3R2B
P49137	3R2Y
P49137	3R30
P49137	3WI6
P49137	4TYH
P16662	2O6L
O00767	4ZYO
Q03431	1BL1
Q03431	1ET2
Q03431	1ET3
Q03431	3C4M
Q03431	3H3G
Q03431	3L2J
Q03431	4Z8J
Q03431	5EMB
Q03431	6NBF
Q03431	6NBH
Q03431	6NBI
P60842	2G9N
P60842	2ZU6
P60842	3EIQ
P60842	5ZBZ
P60842	5ZC9
P49768	2KR6
P49768	4UIS
P49768	5A63
P49768	5FN2
P49768	5FN3
P49768	5FN4
P49768	5FN5
P49768	6IDF
P49768	6IYC
P15169	2NSM
P43354	1OVL
P43354	5Y41
P43354	5YD6
P43354	6DDA
P53396	3MWD
P53396	3MWE
P53396	3PFF
P53396	5TDE
P53396	5TDF
P53396	5TDM
P53396	5TDZ
P53396	5TE1
P53396	5TEQ
P53396	5TES
P53396	5TET
P53396	6HXH
P53396	6HXK
P53396	6HXL
P53396	6HXM
P53396	6O0H
P53396	6QFB
P29401	3MOS
P29401	3OOY
P29401	4KXU
P29401	4KXV
P29401	4KXW
P29401	4KXX
P29401	4KXY
P13612	3V4P
P13612	3V4V
P13612	4HKC
P13612	5C7Z
P13612	5FPI
P35222	1G3J
P35222	1JDH
P35222	1JPW
P35222	1LUJ
P35222	1P22
P35222	1QZ7
P35222	1T08
P35222	1TH1
P35222	2G57
P35222	2GL7
P35222	2Z6H
P35222	3DIW
P35222	3FQN
P35222	3FQR
P35222	3SL9
P35222	3SLA
P35222	3TX7
P35222	4DJS
P35222	6M90
P35222	6M91
P35222	6M92
P35222	6M93
P35222	6M94
Q9Y2R2	2P6X
Q9Y2R2	2QCJ
Q9Y2R2	2QCT
Q9Y2R2	3BRH
Q9Y2R2	3H2X
Q9Y2R2	3OLR
Q9Y2R2	3OMH
Q9Y2R2	4J51
Q13285	1YOW
Q13285	1ZDT
Q13285	4QJR
Q13285	4QK4
O00418	5J8H
O00418	5KS5
P22307	1QND
P22307	2C0L
Q9HBW0	4P0C
Q92633	4Z34
Q92633	4Z35
Q92633	4Z36
P41231	1Z8E
O43318	2EVA
O43318	2YIY
O43318	4GS6
O43318	4L3P
O43318	4L52
O43318	4L53
O43318	4O91
O43318	5E7R
O43318	5GJD
O43318	5GJF
O43318	5GJG
O43318	5J7S
O43318	5J8I
O43318	5J9L
O43318	5JGA
O43318	5JGB
O43318	5JGD
O43318	5JH6
O43318	5JK3
O43318	5V5N
Q8TF76	2VUW
Q8TF76	2WB8
Q8TF76	3DLZ
Q8TF76	3E7V
Q8TF76	3F2N
Q8TF76	3FMD
Q8TF76	3IQ7
Q8TF76	4OUC
Q8TF76	4QTC
Q8TF76	5HTB
Q8TF76	5HTC
Q8TF76	6G34
Q8TF76	6G35
Q8TF76	6G36
Q8TF76	6G37
Q8TF76	6G38
Q8TF76	6G39
Q8TF76	6G3A
Q06124	2SHP
Q06124	3B7O
Q06124	3MOW
Q06124	3O5X
Q06124	3TKZ
Q06124	3TL0
Q06124	3ZM0
Q06124	3ZM1
Q06124	3ZM2
Q06124	3ZM3
Q06124	4DGP
Q06124	4DGX
Q06124	4GWF
Q06124	4H1O
Q06124	4H34
Q06124	4JE4
Q06124	4JEG
Q06124	4JMG
Q06124	4NWF
Q06124	4NWG
Q06124	4OHD
Q06124	4OHE
Q06124	4OHH
Q06124	4OHI
Q06124	4OHL
Q06124	4PVG
Q06124	4QSY
Q06124	4RDD
Q06124	5DF6
Q06124	5EHP
Q06124	5EHR
Q06124	5I6V
Q06124	5IBM
Q06124	5IBS
Q06124	5X7B
Q06124	5X94
Q06124	5XZR
Q06124	6ATD
Q06124	6BMR
Q06124	6BMU
Q06124	6BMV
Q06124	6BMW
Q06124	6BMX
Q06124	6BMY
Q06124	6BN5
Q06124	6CMP
Q06124	6CMQ
Q06124	6CMR
Q06124	6CMS
Q06124	6CRF
Q06124	6CRG
Q06124	6MD7
Q06124	6MD9
Q06124	6MDA
Q06124	6MDB
Q06124	6MDC
Q06124	6MDD
O95977	2DCO
Q13490	1QBH
Q13490	2L9M
Q13490	3D9T
Q13490	3D9U
Q13490	3M1D
Q13490	3MUP
Q13490	3OZ1
Q13490	3T6P
Q13490	3UW4
Q13490	4EB9
Q13490	4HY4
Q13490	4HY5
Q13490	4KMN
Q13490	4LGE
Q13490	4LGU
Q13490	4MTI
Q13490	4MU7
Q13490	5M6N
Q13490	6EXW
Q13490	6HPR
P40763	5AX3
P40763	5U5S
P55085	5NDD
P55085	5NDZ
P55085	5NJ6
P42858	2D3X
P42858	2LD0
P42858	2LD2
P42858	3IO4
P42858	3IO6
P42858	3IOR
P42858	3IOT
P42858	3IOU
P42858	3IOV
P42858	3IOW
P42858	3LRH
P42858	4FE8
P42858	4-Feb
P42858	4FEC
P42858	4FED
P42858	4RAV
P42858	6EZ8
P42858	6N8C
Q86X55	2Y1W
Q86X55	2Y1X
Q86X55	4IKP
Q86X55	5DWQ
Q86X55	5DX0
Q86X55	5DX1
Q86X55	5DX8
Q86X55	5DXA
Q86X55	5DXJ
Q86X55	5U4X
Q86X55	6ARJ
Q86X55	6ARV
Q86X55	6D2L
Q86X55	6DVR
Q9HCP0	2CMW
P36894	1ES7
P36894	1REW
P36894	2GOO
P36894	2H62
P36894	2H64
P36894	2K3G
P36894	2QJ9
P36894	2QJA
P36894	2QJB
P36894	3NH7
P36894	3QB4
O15496	1LE6
O15496	1LE7
O15496	4UY1
O15496	5G3M
O15496	5OW8
O15496	5OWC
O15496	6G5J
P56703	6AHY
P55212	1MI9
P55212	2WDP
P55212	3K7E
P55212	3NKF
P55212	3NR2
P55212	3OD5
P55212	3P45
P55212	3P4U
P55212	3QNW
P55212	3S70
P55212	3S8E
P55212	3V6L
P55212	3V6M
P55212	4EJF
P55212	4FXO
P55212	4HVA
P55212	4IYR
P55212	4N5D
P55212	4N6G
P55212	4N7J
P55212	4N7M
P55212	4NBK
P55212	4NBL
P55212	4NBN
P55212	6DEU
P55212	6DEV
P24855	4AWN
P53778	1CM8
P53778	4QUM
P18440	2DSS
P18440	2GWU
P18440	2IJA
P18440	2PQT
Q9NQR1	1ZKK
Q9NQR1	2BQZ
Q9NQR1	3F9W
Q9NQR1	3F9X
Q9NQR1	3F9Y
Q9NQR1	3F9Z
Q9NQR1	4IJ8
Q9NQR1	5HQ2
Q9NQR1	5T5G
Q9NQR1	5TEG
Q9NQR1	5TH7
Q9NQR1	5V2N
Q9NQR1	5W1Y
Q9NQR1	6BOZ
P09936	2ETL
P09936	2LEN
P09936	3IFW
P09936	3IRT
P09936	3KVF
P09936	3KW5
P09936	4DM9
P09936	4JKJ
P49146	2IK3
P06756	1JV2
P06756	1L5G
P06756	1M1X
P06756	1U8C
P06756	3IJE
P06756	4G1E
P06756	4G1M
P06756	4MMX
P06756	4MMY
P06756	4MMZ
P06756	4O02
P06756	4UM8
P06756	4UM9
P06756	5FFG
P06756	5FFO
P06756	5NEM
P06756	5NER
P06756	5NET
P06756	5NEU
P06756	6AVQ
P06756	6AVR
P06756	6AVU
P06756	6DJP
O60911	1FH0
O60911	3H6S
O60911	3KFQ
O60930	2QK9
O60930	2QKB
O60930	2QKK
O60930	3BSU
Q96KQ7	2O8J
Q96KQ7	3DM1
Q96KQ7	3K5K
Q96KQ7	3RJW
Q96KQ7	4NVQ
Q96KQ7	5JHN
Q96KQ7	5JIN
Q96KQ7	5JIY
Q96KQ7	5JJ0
Q96KQ7	5T0K
Q96KQ7	5T0M
Q96KQ7	5TTF
Q96KQ7	5TUY
